"Environment and Climate Change Canada"
"Monthly Values for October - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"EARLTON A","47.695","-79.849","ON","10.4","9",NA,"22.9","9","-2.0","9","",,NA,"65.9","9",NA,"","9","",,NA,"167.4","0.0","6072223"
"EARLTON CLIMATE","47.695","-79.849","ON","8.7","1",NA,"22.7","1","-4.9","0","",,NA,"73.4","1",NA,"","9","",,NA,"279.3","0.0","6072230"
"KAPUSKASING A","49.412","-82.468","ON","7.0","0",NA,"22.7","0","-8.6","0","18.2","0",NA,"150.0","0",NA,"3.0","13","",,NA,"340.7","0.0","6073976"
"KAPUSKASING CDA ON","49.406","-82.444","ON","6.3","4",NA,"23.2","4","-7.8","0","",,NA,"108.3","4",NA,"0.0","12","",,NA,"315.1","0.0","6073980"
"KIRKLAND LAKE CS","48.150","-80.000","ON","8.5","1",NA,"22.5","1","-5.1","0","",,NA,"71.3","2",NA,"","7","",,NA,"286.2","0.0","6074211"
"MOOSONEE","51.291","-80.608","ON","7.8","10",NA,"20.6","10","-3.4","10","",,NA,"84.3","10",NA,"","9","",,NA,"215.0","0.0","6075420"
"MOOSONEE UA","51.267","-80.650","ON","8.0","2","4.3","25.0","2","-6.0","2","1.0","2",NA,"96.4","2",NA,"","16","","",NA,"290.4","0.5","6075425"
"MOOSONEE RCS","51.292","-80.618","ON","7.0","0",NA,"24.9","0","-4.9","0","",,NA,"105.6","0",NA,"15.0","14","",,NA,"341.5","0.0","6075435"
"NAGAGAMI (AUT)","49.747","-84.164","ON","6.2","1",NA,"22.1","1","-11.1","0","",,NA,"76.2","1",NA,"4.0","12","",,NA,"353.0","0.0","6075543"
"OGOKI POST A","51.659","-85.901","ON","5.5","0",NA,"22.7","0","-8.2","0","",,NA,"27.1","0",NA,"","6","",,NA,"387.8","0.0","6075786"
"TIMMINS CLIMATE","48.557","-81.390","ON","7.6","0",NA,"23.8","0","-8.7","0","",,NA,"125.9","0",NA,"","12","",,NA,"323.0","0.1","6078282"
"TIMMINS A","48.571","-81.377","ON","7.5","0",NA,"24.1","0","-9.5","0","0.0","25",NA,"",,NA,"","","",,NA,"325.9","0.1","6078286"
"ALGONQUIN PARK EAST GATE","45.533","-78.267","ON","9.0","0",NA,"23.2","0","-2.8","0","",,NA,"83.9","0",NA,"1.0","11","",,NA,"280.5","0.0","6080192"
"NORTH BAY A","46.364","-79.424","ON","10.2","5",NA,"23.1","5","-3.5","4","",,NA,"104.9","5",NA,"","11","",,NA,"203.9","0.0","6085680"
"GORE BAY CLIMATE","45.883","-82.567","ON","11.4","0",NA,"21.6","0","0.2","0","",,NA,"149.3","0",NA,"","12","",,NA,"203.7","0.5","6092920"
"GREAT DUCK ISLAND (AUT)","45.633","-82.950","ON","12.0","3",NA,"20.8","2","-0.3","1","",,NA,"",,NA,"","","",,NA,"166.9","0.0","6093005"
"SANDFIELD","45.690","-81.982","ON","11.6","0",NA,"24.0","0","-2.0","0","1.0","0",NA,"131.2","0",NA,"0.0","15","","",NA,"200.0","1.0","6097426"
"APPLETON","45.186","-76.113","ON","12.0","0",NA,"24.0","0","-2.0","0","0.0","0",NA,"152.0","0",NA,"0.0","11","","",NA,"188.4","2.3","6100285"
"BROCKVILLE CLIMATE","44.635","-75.748","ON","12.1","0",NA,"23.7","0","-1.7","0","",,NA,"171.6","0",NA,"","10","",,NA,"181.9","0.4","6100970"
"BROCKVILLE PCC","44.600","-75.667","ON","13.4","2","4.0","23.5","2","1.5","2","0.0","2",NA,"177.8","2",NA,"0.0","11","","",NA,"139.7","5.1","6100971"
"CHALK RIVER AECL","46.050","-77.367","ON","11.1","10","3.5","24.5","10","-0.5","10","0.6","10",NA,"20.8","10",NA,"0.0","5","","",NA,"145.0","0.5","6101335"
"CORNWALL","45.016","-74.749","ON","14.1","4","4.7","26.5","4","0.0","4","0.0","4",NA,"131.3","4",NA,"0.0","10","","",NA,"112.9","8.1","6101874"
"DRUMMOND CENTRE","45.032","-76.253","ON","11.6","0","3.7","24.0","0","-2.0","0","0.0","0","0.0","142.8","0","182.0","0.0","10","","",NA,"200.7","0.8","6102J13"
"HARTINGTON IHD","44.428","-76.690","ON","12.4","0","4.0","24.0","0","-0.5","0","0.0","0","0.0","143.8","0","162.0","0.0","12","","",NA,"174.7","2.1","6103367"
"KEMPTVILLE CS","45.000","-75.633","ON","12.0","1",NA,"24.3","1","-1.2","0","",,NA,"0.0","30",NA,"","0","",,NA,"180.8","0.8","6104027"
"KINGSTON CLIMATE","44.223","-76.599","ON","12.5","0",NA,"22.5","0","-1.1","0","",,NA,"187.5","0",NA,"","13","",,NA,"172.2","0.2","6104142"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","12.6","1","3.6","24.0","1","-1.0","1","0.0","1",NA,"162.5","1",NA,"0.0","11","","",NA,"163.8","3.1","6104725"
"MOOSE CREEK WELLS","45.251","-74.963","ON","11.7","0",NA,"24.8","0","-2.6","0","",,NA,"",,NA,"","","",,NA,"195.6","0.9","6105397"
"OMPAH-SEITZ","45.054","-76.784","ON","11.4","0",NA,"22.5","0","-2.0","0","0.0","0",NA,"153.0","0",NA,"0.0","12","","",NA,"203.6","0.3","6105762"
"OTTAWA CDA","45.383","-75.717","ON","12.5","0","4.1","23.5","0","-0.5","0","0.0","0","0.0","142.4","0","166.0","0.0","12","","",NA,"171.7","2.5","6105976"
"OTTAWA CDA RCS","45.383","-75.717","ON","12.0","0",NA,"23.1","0","-0.5","0","",,NA,"168.3","0",NA,"","10","",,NA,"186.9","0.3","6105978"
"OTTAWA INTL A","45.317","-75.667","ON","11.6","1",NA,"23.4","0","-2.6","1","0.0","1",NA,"158.8","0",NA,"","11","",,NA,"192.8","0.4","6106001"
"PEMBROKE CLIMATE","45.860","-77.252","ON","10.3","1",NA,"24.6","1","-3.6","0","",,NA,"51.7","1",NA,"","8","",,NA,"230.9","0.0","6106367"
"PETAWAWA AWOS 2","45.950","-77.317","ON","10.2","2",NA,"25.0","2","-3.5","0","",,NA,"68.5","1",NA,"","9","",,NA,"226.2","0.0","6106396"
"ST. ALBERT","45.287","-75.064","ON","12.2","1","4.4","24.5","1","-1.0","1","0.0","1",NA,"132.6","1",NA,"0.0","13","","",NA,"175.9","0.8","6107276"
"PETAWAWA HOFFMAN","45.883","-77.250","ON","11.3","0",NA,"23.0","0","-1.5","0","0.0","0",NA,"92.2","0",NA,"0.0","11","","",NA,"208.4","0.8","610FC98"
"BALDWIN","44.267","-79.319","ON","11.9","0",NA,"25.5","0","-3.0","0","0.0","0",NA,"119.0","0",NA,"0.0","14","","",NA,"191.6","3.8","6110480"
"BARRIE LANDFILL","44.385","-79.736","ON","12.2","13",NA,"25.5","8","1.5","9","0.0","8",NA,"68.1","8",NA,"0.0","11","","",NA,"105.4","0.3","6110556"
"BEATRICE CLIMATE","45.140","-79.403","ON","10.1","0",NA,"24.2","0","-1.6","0","",,NA,"117.9","0",NA,"0.0","12","",,NA,"243.8","0.0","6110607"
"COLDWATER WARMINSTER","44.631","-79.539","ON","12.4","0",NA,"24.5","0","0.0","0","0.4","0",NA,"83.8","0",NA,"0.0","12","","",NA,"175.2","3.1","6111769"
"COLLINGWOOD","44.500","-80.217","ON","13.1","0",NA,"26.7","0","0.8","0","",,NA,"71.1","0",NA,"","17","",,NA,"158.2","5.5","6111792"
"LAGOON CITY","44.547","-79.217","ON","12.1","0",NA,"21.7","0","1.9","0","",,NA,"",,NA,"","","",,NA,"181.8","0.2","6114295"
"MARKDALE","44.269","-80.712","ON","11.5","3",NA,"25.0","3","-1.0","3","1.0","3",NA,"133.2","3",NA,"0.0","15","","",NA,"184.4","1.8","6114979"
"MUSKOKA","44.975","-79.303","ON","10.7","10",NA,"24.3","10","-2.0","10","",,NA,"76.8","10",NA,"","8","",,NA,"154.3","0.0","6115529"
"NIPISSING","46.100","-79.521","ON","",,NA,"",,"",,"0.0","6",NA,"81.6","6",NA,"","9","","",NA,"","","6115669"
"ORILLIA BRAIN","44.603","-79.439","ON","12.3","0",NA,"24.0","0","0.5","0","0.2","0",NA,"88.2","0",NA,"0.0","11","","",NA,"179.7","4.3","6115811"
"PARRY SOUND CCG","45.344","-80.044","ON","12.0","0",NA,"23.9","0","0.8","0","",,NA,"23.6","13",NA,"","4","",,NA,"184.7","0.0","6116257"
"SHANTY BAY","44.399","-79.633","ON","12.2","0","3.5","25.0","0","-1.0","0","0.0","0","0.0","77.4","0","99.0","0.0","14","","",NA,"184.2","3.8","6117684"
"BARRIE-ORO","44.483","-79.550","ON","10.5","0",NA,"23.8","0","-1.9","0","",,NA,"85.3","0",NA,"2.0","13","",,NA,"232.4","0.2","6117700"
"SPRUCEDALE","45.425","-79.488","ON","",,NA,"",,"",,"6.0","14",NA,"88.8","14",NA,"0.0","7","","",NA,"","","6117981"
"THORNBURY 3","44.551","-80.468","ON","",,NA,"",,"",,"0.0","0",NA,"109.0","0",NA,"0.0","18","","",NA,"","","6118240"
"UDORA","44.263","-79.161","ON","12.1","0","3.5","24.5","0","-1.0","0","0.0","0","0.0","86.3","0","115.0","0.0","15","","",NA,"185.0","2.6","6119055"
"WIARTON A","44.744","-81.109","ON","11.9","0",NA,"26.0","0","0.4","0","2.4","0",NA,"96.4","0",NA,"","16","",,NA,"191.3","2.6","6119499"
"WESTERN ISLAND (AUT)","45.033","-80.367","ON","13.3","3",NA,"21.5","2","2.8","1","",,NA,"",,NA,"","","",,NA,"134.0","1.2","6119M51"
"BORDEN AWOS","44.272","-79.912","ON","11.1","3",NA,"25.8","2","-4.0","2","",,NA,"41.0","7",NA,"","9","",,NA,"195.0","2.6","611B002"
"EGBERT CS","44.233","-79.783","ON","11.9","1",NA,"24.9","1","-0.8","0","",,NA,"74.1","1",NA,"","11","",,NA,"184.4","2.1","611E001"
"COVE ISLAND (AUT)","45.333","-81.733","ON","12.6","1",NA,"21.4","1","2.4","0","",,NA,"",,NA,"","","",,NA,"160.9","0.1","61219J2"
"GODERICH","43.767","-81.717","ON","12.7","2",NA,"26.1","1","1.7","1","",,NA,"93.8","2",NA,"","9","",,NA,"159.5","5.4","6122847"
"KINCARDINE","44.173","-81.623","ON","11.9","11",NA,"26.0","11","2.5","11","0.0","11",NA,"75.6","11",NA,"0.0","11","","",NA,"125.3","2.6","6124127"
"SARNIA","42.999","-82.309","ON","13.4","0",NA,"27.2","0","0.1","0","",,NA,"0.0","1",NA,"","0","",,NA,"153.4","9.9","6127510"
"SARNIA CLIMATE","43.000","-82.300","ON","13.1","4",NA,"27.5","4","0.1","2","",,NA,"61.4","4",NA,"","11","",,NA,"140.8","9.7","6127519"
"TOBERMORY RCS","45.233","-81.633","ON","11.5","0",NA,"21.0","0","1.1","0","",,NA,"69.6","1",NA,"","8","",,NA,"201.6","0.0","6128330"
"WROXETER","43.863","-81.152","ON","",,NA,"",,"",,"0.0","0",NA,"92.8","0",NA,"0.0","14","","",NA,"","","6129660"
"AMHERSTBURG","42.103","-83.094","ON","14.2","0","2.9","28.0","0","0.0","0","0.0","0","0.0","58.4","0","79.0","0.0","10","","",NA,"135.3","17.9","6130257"
"DELHI CS","42.867","-80.550","ON","12.6","0",NA,"26.0","0","-1.4","0","",,NA,"105.1","0",NA,"","11","",,NA,"173.5","6.8","6131983"
"FORT ERIE","42.883","-78.967","ON","15.1","8","4.7","26.0","8","1.0","8","0.0","8",NA,"87.0","8",NA,"0.0","11","","",NA,"77.8","10.0","6132470"
"GRIMSBY MOUNTAIN","43.184","-79.558","ON","14.4","0",NA,"28.0","0","1.0","0","0.0","0",NA,"112.4","0",NA,"0.0","11","","",NA,"126.9","15.4","6133055"
"HARROW CDA AUTO","42.033","-82.900","ON","13.5","1",NA,"26.8","1","0.2","0","",,NA,"65.6","1",NA,"","10","",,NA,"145.3","11.5","6133362"
"KINGSVILLE MOE","42.043","-82.674","ON","15.0","6","3.9","25.0","6","2.0","6","0.0","6",NA,"75.1","6",NA,"0.0","9","","",NA,"89.0","15.1","6134190"
"LONG POINT (AUT)","42.567","-80.050","ON","15.0","1",NA,"24.6","1","4.3","0","",,NA,"",,NA,"","","",,NA,"99.8","9.7","6134F10"
"NEW GLASGOW","42.514","-81.636","ON","13.6","7","3.1","27.0","7","-1.0","7","0.0","7",NA,"77.0","7",NA,"0.0","11","","",NA,"118.0","12.0","6135583"
"PORT COLBORNE","42.883","-79.250","ON","15.3","11","4.3","26.5","11","2.0","11","0.0","11",NA,"113.4","11",NA,"","11","","",NA,"66.6","13.1","6136606"
"PORT WELLER (AUT)","43.250","-79.217","ON","15.7","1",NA,"26.7","1","6.7","0","",,NA,"88.2","1",NA,"","8","",,NA,"84.8","14.9","6136699"
"RIDGETOWN RCS","42.450","-81.883","ON","13.2","0",NA,"27.5","0","-2.0","0","",,NA,"71.9","0",NA,"","10","",,NA,"159.3","11.1","6137154"
"ST THOMAS WPCP","42.768","-81.205","ON","12.7","1","2.5","25.5","0","-1.5","1","0.0","3",NA,"87.6","0","102.0","0.0","13","","",NA,"164.9","4.6","6137362"
"TILLSONBURG WWTP","42.855","-80.722","ON","",,NA,"",,"",,"0.0","3",NA,"87.4","3",NA,"0.0","14","","",NA,"","","6138270"
"VINELAND STATION RCS","43.183","-79.400","ON","14.5","1",NA,"27.1","1","2.5","1","",,NA,"106.6","1",NA,"","9","",,NA,"116.9","10.8","6139148"
"WELLAND-PELHAM","42.967","-79.333","ON","12.9","3",NA,"26.1","3","-0.3","0","",,NA,"15.4","15",NA,"","4","",,NA,"148.5","6.4","6139449"
"WINDSOR RIVERSIDE","42.333","-82.933","ON","14.8","0",NA,"28.5","0","0.5","0","0.0","0",NA,"66.9","0",NA,"0.0","11","","",NA,"124.6","24.9","6139520"
"WINDSOR A","42.276","-82.955","ON","13.5","0",NA,"28.0","0","0.4","0","0.0","0",NA,"82.8","0",NA,"","13","",,NA,"151.6","12.0","6139527"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","14.6","0",NA,"23.9","0","4.9","0","",,NA,"",,NA,"","","",,NA,"115.8","9.8","613F606"
"POINT PELEE CS","41.949","-82.519","ON","14.3","0",NA,"26.9","0","0.9","0","",,NA,"",,NA,"","","",,NA,"128.6","12.9","613P001"
"BRANTFORD AIRPORT","43.138","-80.331","ON","12.3","0",NA,"26.7","0","-2.4","0","",,NA,"78.1","0",NA,"","10","",,NA,"183.5","5.7","6140942"
"ELORA RCS","43.650","-80.417","ON","10.9","0",NA,"24.7","0","-2.0","0","",,NA,"89.9","0",NA,"","14","",,NA,"222.9","1.7","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","11.6","0","3.3","24.5","0","-1.0","0","0.0","0","0.0","89.7","0","116.0","0.0","13","","",NA,"202.4","3.1","6142400"
"FERGUS MOE","43.702","-80.379","ON","10.7","2",NA,"24.0","1","-2.0","1","0.0","1",NA,"97.0","1",NA,"0.0","16","","",NA,"214.0","2.1","6142402"
"GUELPH TURFGRASS","43.550","-80.217","ON","11.0","4",NA,"25.4","4","-3.1","4","",,NA,"",,NA,"","","",,NA,"190.4","2.5","6143089"
"KITCHENER/WATERLOO","43.461","-80.379","ON","11.4","0",NA,"25.4","0","-2.8","0","",,NA,"37.7","0",NA,"","3","",,NA,"208.9","3.2","6144239"
"LONDON A","43.033","-81.151","ON","12.2","0",NA,"25.7","0","-2.4","0","",,NA,"",,NA,"","","",,NA,"184.4","4.6","6144473"
"LONDON CS","43.033","-81.150","ON","12.5","0",NA,"25.6","0","-1.8","0","",,NA,"84.9","0",NA,"","12","",,NA,"176.0","5.3","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","11.4","0",NA,"24.3","0","0.3","0","",,NA,"51.0","12",NA,"","9","",,NA,"206.3","1.4","6145504"
"ROSEVILLE","43.354","-80.474","ON","11.7","10","2.9","25.0","10","-1.0","10","0.0","10",NA,"64.4","10",NA,"","13","","",NA,"136.9","3.6","6147188"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","12.9","0",NA,"27.5","0","-2.5","0","0.0","0",NA,"92.2","0",NA,"0.0","16","","",NA,"168.4","10.3","6148122"
"WOODSTOCK","43.136","-80.771","ON","11.9","14","2.7","26.0","14","-2.0","14","0.0","14",NA,"26.6","14",NA,"0.0","6","","",NA,"105.3","1.5","6149625"
"BELLEVILLE","44.151","-77.395","ON","13.2","0","3.7","24.5","0","0.0","0","0.0","0","0.0","133.7","0","157.0","0.0","11","","",NA,"151.8","3.1","6150689"
"BURLINGTON PIERS (AUT)","43.300","-79.800","ON","14.7","0",NA,"26.3","0","5.2","0","",,NA,"",,NA,"","","",,NA,"113.3","9.7","6151061"
"CENTREVILLE","44.403","-76.908","ON","12.3","0","3.9","25.5","0","-3.0","0","0.0","0","0.0","131.8","0","140.0","0.0","12","","",NA,"180.2","2.3","6151309"
"COBOURG (AUT)","43.950","-78.167","ON","12.3","2",NA,"22.0","1","0.2","1","",,NA,"102.2","2",NA,"","12","",,NA,"167.0","0.9","6151684"
"COBOURG STP","43.967","-78.183","ON","11.9","21","3.0","23.0","21","1.0","21","0.0","21",NA,"24.6","21",NA,"0.0","4","","",NA,"60.6","0.0","6151689"
"GEORGETOWN WWTP","43.640","-79.879","ON","10.5","12","2.1","26.0","12","-2.5","12","0.0","12",NA,"21.6","12",NA,"0.0","5","","",NA,"143.3","0.0","6152695"
"HAMILTON A","43.174","-79.935","ON","12.6","0",NA,"25.9","0","-0.8","0","0.0","0",NA,"99.4","0",NA,"","12","",,NA,"171.4","5.4","6153193"
"HAMILTON RBG CS","43.292","-79.908","ON","13.7","2",NA,"27.0","2","0.5","1","",,NA,"82.5","2",NA,"","9","",,NA,"130.6","7.2","6153301"
"OAKVILLE TWN","43.513","-79.690","ON","14.0","0",NA,"28.0","0","2.0","0","0.0","0",NA,"58.5","0",NA,"0.0","10","","",NA,"134.9","12.2","6155750"
"OSHAWA","43.923","-78.883","ON","11.9","6",NA,"24.0","6","-0.7","6","",,NA,"36.5","6",NA,"","7","",,NA,"156.0","3.4","6155875"
"OSHAWA WPCP","43.867","-78.833","ON","",,"","23.0","26","",,"0.0","26",NA,"13.8","26",NA,"","2","","",NA,"","","6155878"
"POINT PETRE (AUT)","43.833","-77.150","ON","13.2","0",NA,"22.2","0","-1.3","0","",,NA,"173.3","0",NA,"","10","",,NA,"150.2","2.1","6156559"
"MONO CENTRE","44.032","-80.024","ON","11.3","0",NA,"24.2","0","-0.6","0","",,NA,"80.8","0",NA,"","12","",,NA,"208.8","1.1","6157000"
"STIRLING","44.293","-77.555","ON","",,NA,"",,"",,"0.0","27",NA,"10.2","27",NA,"","3","","",NA,"","","6158052"
"TORONTO CITY","43.667","-79.400","ON","14.1","1",NA,"24.7","1","3.9","0","",,NA,"49.2","1",NA,"","7","",,NA,"123.4","7.5","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","13.5","1",NA,"23.5","1","2.9","1","",,NA,"57.1","1",NA,"","8","",,NA,"137.9","3.0","6158359"
"TORONTO BUTTONVILLE A","43.861","-79.369","ON","12.5","0",NA,"25.4","0","0.0","0","0.0","1",NA,"61.7","0",NA,"","7","",,NA,"174.1","5.1","6158410"
"TORONTO INTL A","43.677","-79.631","ON","13.3","0",NA,"27.5","0","1.7","0","0.0","1",NA,"57.8","0",NA,"","10","",,NA,"154.0","8.1","6158731"
"TRENTON A","44.117","-77.533","ON","12.3","0","3.7","24.5","0","-2.0","0","0.0","0","0.0","145.7","0","174.0","","11","",,NA,"177.3","0.8","6158875"
"UXBRIDGE WEST","44.098","-79.164","ON","11.4","0",NA,"23.1","0","-1.6","0","",,NA,"71.9","0",NA,"","11","",,NA,"205.7","1.5","6159123"
"MOUNTAINVIEW","44.052","-77.302","ON","13.5","2","4.2","27.0","2","-0.5","2","0.0","2",NA,"188.2","2",NA,"0.0","13","","",NA,"138.1","6.8","615EMR7"
"TORONTO NORTH YORK","43.780","-79.468","ON","12.9","0",NA,"25.5","0","-0.5","0","0.0","0",NA,"60.8","0",NA,"0.0","11","","",NA,"166.8","9.1","615S001"
"COE HILL","44.923","-77.885","ON","10.0","2",NA,"26.0","2","-2.0","2","0.0","2",NA,"119.2","2",NA,"0.0","16","","",NA,"231.5","0.0","6161740"
"HALIBURTON 3","45.032","-78.531","ON","10.7","0","3.8","23.0","0","-2.5","0","1.6","0","22.0","117.4","0","117.0","0.0","12","","",NA,"227.7","0.0","6163171"
"PETERBOROUGH","44.230","-78.363","ON","10.5","5",NA,"24.4","5","-3.5","5","",,NA,"59.0","5",NA,"","11","",,NA,"195.2","0.1","6166415"
"PETERBOROUGH TRENT U","44.350","-78.300","ON","11.2","1",NA,"24.3","0","-3.1","1","",,NA,"65.2","1",NA,"","11","",,NA,"205.1","0.0","6166456"
"SONYA SUNDANCE MEADOWS","44.217","-78.950","ON","",,NA,"",,"",,"0.2","0",NA,"79.0","0",NA,"0.0","11","","",NA,"","","6168100"
"TAPLEY","44.171","-78.501","ON","",,NA,"",,"",,"0.0","0",NA,"76.2","0",NA,"0.0","13","","",NA,"","","6168525"
"BANCROFT AUTO","45.071","-77.879","ON","9.3","1",NA,"23.5","1","-3.7","0","",,NA,"118.1","1",NA,"","13","",,NA,"259.9","0.0","616I001"
"BEAUPORT","46.837","-71.197","QC","",,NA,"",,"",,"",,NA,"204.8","0",NA,"","11","",,NA,"","","7010565"
"DESCHAMBAULT","46.691","-71.972","QC","9.8","0",NA,"23.5","0","-3.6","0","",,NA,"173.0","0",NA,"","12","",,NA,"253.8","0.0","7011983"
"L'ASSOMPTION","45.809","-73.435","QC","12.1","1",NA,"25.9","1","-1.5","0","",,NA,"135.1","1",NA,"","10","",,NA,"179.5","1.2","7014160"
"L'ETAPE","47.562","-71.229","QC","6.1","0",NA,"17.1","0","-5.6","0","",,NA,"222.9","0",NA,"","18","",,NA,"369.0","0.0","7015791"
"SHAWINIGAN","46.563","-72.733","QC","10.7","0",NA,"22.8","0","-0.7","0","",,NA,"167.0","3",NA,"","9","",,NA,"226.3","0.0","7018001"
"TROIS-RIVIERES","46.354","-72.516","QC","12.7","6",NA,"23.2","4","3.0","2","",,NA,"135.5","6",NA,"","11","",,NA,"133.3","0.9","7018562"
"TROIS-RIVIERES","46.367","-72.683","QC","10.6","0",NA,"23.4","0","-2.5","0","",,NA,"139.3","0",NA,"","11","",,NA,"229.0","0.2","7018563"
"VALCARTIER A","46.900","-71.503","QC","8.7","0",NA,"21.7","0","-4.5","0","",,NA,"195.0","0",NA,"","12","",,NA,"289.0","0.0","7018573"
"LAC SAINT-PIERRE","46.183","-72.917","QC","13.2","0",NA,"23.7","0","4.0","0","",,NA,"",,NA,"","","",,NA,"150.9","3.1","701LP0N"
"STE-FOY (U. LAVAL)","46.780","-71.288","QC","10.8","5",NA,"22.8","5","-0.6","4","",,NA,"149.1","5",NA,"","10","",,NA,"188.1","0.3","701Q004"
"LEMIEUX","46.304","-72.061","QC","11.0","0",NA,"24.6","0","-2.0","0","",,NA,"151.1","0",NA,"","12","",,NA,"216.9","1.2","701Q009"
"QUEBEC/JEAN LESAGE INTL","46.804","-71.382","QC","9.5","4",NA,"22.5","4","-3.1","0","",,NA,"190.1","4",NA,"","11","",,NA,"229.8","0.0","701S001"
"FRELIGHSBURG","45.033","-72.850","QC","13.1","2",NA,"25.3","2","-1.2","0","",,NA,"100.3","2",NA,"","9","",,NA,"147.3","5.7","7022579"
"LENNOXVILLE","45.369","-71.824","QC","12.1","0",NA,"26.3","0","-1.1","0","",,NA,"128.4","0",NA,"","10","",,NA,"186.7","3.7","7024280"
"MCTAVISH","45.505","-73.579","QC","14.0","1",NA,"25.2","1","2.2","0","",,NA,"119.4","1",NA,"","8","",,NA,"125.5","4.8","7024745"
"MONTREAL INTL A","45.471","-73.741","QC","13.1","1",NA,"25.8","1","0.2","0","0.0","2",NA,"122.6","1",NA,"","8","",,NA,"150.1","4.1","7025251"
"NICOLET","46.226","-72.657","QC","12.1","1",NA,"24.2","0","0.6","1","",,NA,"38.6","1",NA,"","5","",,NA,"178.1","1.6","7025442"
"STE-CLOTHILDE","45.167","-73.679","QC","12.3","0",NA,"28.2","0","-2.8","0","",,NA,"99.6","0",NA,"","10","",,NA,"176.9","0.9","7027039"
"MONTREAL/ST-HUBERT","45.518","-73.417","QC","12.2","8",NA,"25.7","8","-1.2","6","",,NA,"82.4","8",NA,"","6","",,NA,"135.8","2.9","7027329"
"SAINT-GERMAIN-DE-GRANTHAM","45.825","-72.537","QC","12.5","3",NA,"24.8","3","-0.5","2","",,NA,"154.3","3",NA,"","11","",,NA,"159.4","4.1","7027470"
"SHERBROOKE","45.439","-71.691","QC","11.8","6",NA,"25.6","6","-2.9","5","",,NA,"8.3","6",NA,"","1","",,NA,"156.6","2.2","7028123"
"THETFORD MINES RCS","46.049","-71.266","QC","9.8","0",NA,"22.1","0","-2.4","0","",,NA,"208.8","0",NA,"","13","",,NA,"254.1","0.0","7028442"
"BEAUCEVILLE","46.205","-70.785","QC","10.3","0",NA,"24.0","0","-2.2","0","",,NA,"215.6","0",NA,"","15","",,NA,"238.3","0.8","7028754"
"STE-ANNE-DE-BELLEVUE 1","45.427","-73.929","QC","12.8","2",NA,"25.8","2","0.2","1","",,NA,"113.6","2",NA,"","9","",,NA,"152.6","2.1","702FHL8"
"ST-ANICET 1","45.121","-74.289","QC","13.1","0",NA,"27.1","0","-0.6","0","",,NA,"99.6","0",NA,"","9","",,NA,"157.8","4.4","702FQLF"
"L'ACADIE","45.294","-73.349","QC","12.9","0",NA,"24.7","0","-1.6","0","",,NA,"112.4","0",NA,"","9","",,NA,"161.2","3.9","702LED4"
"MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","45.468","-73.742","QC","13.3","2",NA,"25.8","2","0.8","0","",,NA,"108.5","2",NA,"","8","",,NA,"139.3","3.8","702S006"
"HIGH FALLS","45.839","-75.648","QC","10.7","0",NA,"21.3","0","-0.9","0","",,NA,"179.1","0",NA,"","11","",,NA,"227.3","0.0","7033121"
"MANIWAKI AIRPORT","46.275","-75.992","QC","10.1","0",NA,"22.5","0","-3.1","0","",,NA,"139.0","0",NA,"0.0","9","",,NA,"243.6","0.0","7034482"
"ST-JOVITE","46.080","-74.556","QC","10.2","2",NA,"22.4","2","-3.5","2","",,NA,"123.0","3",NA,"","8","",,NA,"225.8","0.6","703GDKB"
"BAIE-COMEAU A","49.133","-68.200","QC","6.3","1",NA,"18.3","1","-4.9","0","",,NA,"133.9","1",NA,"","11","",,NA,"351.8","0.0","7040442"
